id;search_log_id;adults;children;picked_room;picked_price;picked_room.1
12062;135481;2;0;;;
12063;135482;2;0;;;
12064;135483;2;0;;;
12065;135484;2;0;;;
12066;135485;2;0;;;
12067;135486;2;0;;;
12068;135487;2;3;;;
12069;135488;2;0;;;
12070;135489;2;0;;;
12071;135490;2;0;;;
12072;135491;2;0;;;
12073;135492;2;1;;;
12074;135493;2;0;;;
12075;135494;2;0;;;
12076;135495;2;0;;;
12077;135496;2;0;;;
12078;135497;1;0;;;
12079;135498;2;0;;;
12080;135499;2;1;;;
12081;135500;2;1;;;
12082;135501;2;0;;;
12083;135502;2;2;;;
12084;135503;2;0;LAX;155326.0;ROOMAA
12085;135504;2;2;;;
12086;135505;2;0;;;
12087;135506;2;0;;;
12088;135507;2;0;;;
12089;135508;2;0;;;
12091;135510;2;0;;;
12092;135511;2;1;;;
12093;135512;2;0;;;
12094;135513;2;0;;;
12095;135514;2;0;;;
12096;135515;2;0;;;
12097;135516;2;2;;;
12098;135517;3;1;;;
12099;135517;1;1;;;
12100;135517;1;0;;;
12101;135518;2;1;;;
12102;135518;1;1;;;
12103;135519;2;0;;;
12104;135520;2;0;;;
12105;135521;2;0;;;
12106;135522;2;0;;;
12107;135523;1;0;;;
12108;135524;1;0;;;
12109;135525;1;0;;;
12110;135526;2;0;;;
12111;135526;2;0;;;
12112;135527;2;0;;;
12113;135528;2;2;;;
12114;135529;2;0;;;
12115;135530;4;0;;;
12116;135531;2;0;;;
12117;135532;2;0;;;
12118;135533;2;0;;;
12119;135534;2;0;;;
12120;135535;2;0;;;
12121;135536;2;0;;;
12122;135537;2;0;;;
12124;135539;4;1;;;
12125;135540;4;1;;;
12126;135541;2;1;;;
12127;135541;2;0;;;
12128;135542;2;0;;;
12129;135543;1;0;;;
12130;135544;2;0;;;
12131;135545;2;1;;;
12132;135545;2;0;;;
12133;135545;1;0;;;
12134;135546;1;0;;;
12135;135547;2;0;;;
12136;135548;2;0;;;
12137;135549;2;0;;;
12138;135550;2;0;;;
12139;135551;2;0;;;
12140;135552;2;0;;;
12141;135553;2;0;;;
12142;135554;2;0;;;
12143;135555;2;0;;;
12144;135556;2;0;;;
12145;135557;2;0;;;
12146;135558;2;0;;;
12147;135559;2;0;;;
12148;135560;2;0;;;
12149;135561;1;0;;;
12150;135562;2;3;;;
12151;135563;1;2;;;
12152;135563;1;1;;;
12153;135564;2;1;;;
12154;135565;2;0;STN;163488.0;ROOMBB
12155;135566;2;0;;;
12156;135567;1;0;;;
12157;135568;2;0;;;
12158;135569;2;0;;;
12159;135570;4;0;;;
12160;135571;2;0;;;
12161;135571;2;0;;;
12162;135572;2;0;;;
12163;135573;2;0;;;
12164;135574;2;2;;;
12165;135575;2;0;;;
12166;135576;2;1;;;
12167;135577;2;0;;;
12168;135578;2;0;;;
12169;135579;2;0;;;
12170;135580;2;0;;;
12171;135581;2;0;;;
12172;135582;2;0;;;
12173;135583;2;0;;;
12174;135584;2;0;;;
12175;135585;2;2;;;
12176;135586;2;0;;;
12177;135587;2;0;;;
12178;135588;2;0;;;
12179;135589;2;0;;;
12180;135589;2;0;;;
12181;135590;2;1;;;
12182;135591;2;0;;;
12183;135592;2;1;;;
12184;135593;2;0;;;
12185;135594;2;1;;;
12186;135595;2;2;;;
12187;135596;2;0;;;
12188;135597;2;0;;;
12189;135598;2;0;;;
12190;135599;2;0;;;
12191;135600;1;0;;;
12192;135601;2;0;;;
12193;135602;2;0;;;
12194;135603;3;2;;;
12195;135604;2;0;LAX;161665.0;ROOMAA
12196;135604;2;0;LAX;161665.0;ROOMAA
12197;135605;2;0;;;
12198;135606;2;1;;;
12199;135607;1;0;;;
12200;135607;2;0;;;
12201;135608;2;0;LAR;148104.0;ROOMCC
12202;135609;1;0;;;
12203;135610;2;0;;;
12204;135611;2;1;;;
12205;135612;2;0;;;
12206;135613;2;1;;;
12207;135613;2;0;;;
12208;135613;2;0;;;
12209;135614;2;1;;;
12210;135615;2;1;;;
12211;135615;4;0;;;
12212;135616;2;0;;;
12213;135617;2;1;;;
12214;135617;2;0;;;
12215;135617;2;0;;;
12216;135618;2;2;;;
12217;135619;2;0;;;
12218;135620;2;0;;;
12219;135621;8;2;;;
12220;135622;2;2;;;
12221;135623;2;0;;;
12222;135624;2;0;;;
12223;135625;2;0;;;
12224;135626;2;0;;;
12225;135627;2;0;LAR;161665.0;ROOMCC
12226;135627;2;0;LAR;161665.0;ROOMCC
12227;135628;2;1;;;
12228;135629;2;0;;;
12229;135630;2;1;;;
12230;135631;2;0;;;
12231;135632;2;0;;;
12232;135633;2;0;;;
12233;135634;2;1;;;
12234;135634;3;0;;;
12235;135635;2;1;;;
12236;135635;2;0;;;
12237;135635;1;0;;;
12238;135636;2;0;;;
12239;135637;2;0;;;
12240;135638;2;0;;;
12241;135639;2;0;;;
12242;135640;2;0;;;
12243;135641;2;0;;;
12244;135642;2;0;;;
12245;135643;2;0;;;
12246;135644;1;0;;;
12247;135645;2;0;;;
12248;135646;2;2;;;
12249;135647;2;0;;;
12250;135648;2;2;;;
12251;135649;2;2;;;
12252;135650;2;2;;;
12253;135651;2;0;;;
12254;135652;2;2;;;
12255;135653;2;0;;;
12256;135653;2;0;;;
12257;135654;2;0;;;
12258;135655;2;1;;;
12259;135656;2;0;;;
12260;135657;2;0;;;
12261;135658;2;0;;;
12262;135659;2;0;;;
12263;135660;2;0;;;
12264;135661;2;0;;;
12265;135662;2;2;;;
12266;135663;2;2;;;
12267;135664;2;1;;;
12268;135665;2;0;;;
12269;135666;2;2;;;
12270;135667;2;0;;;
12271;135668;2;0;;;
12272;135669;2;0;;;
12273;135670;2;0;;;
12274;135671;2;0;;;
12275;135672;2;0;;;
12276;135673;2;0;;;
12277;135674;2;0;;;
12278;135675;2;0;;;
12279;135676;2;0;;;
12280;135677;2;0;;;
12281;135678;2;0;;;
12282;135679;2;0;;;
12283;135680;2;0;;;
12284;135681;2;2;;;
12285;135682;1;1;;;
12286;135682;1;1;;;
12287;135683;2;0;;;
12288;135684;2;2;;;
12289;135685;2;2;;;
12290;135686;2;1;;;
12291;135687;2;0;;;
12292;135688;2;0;;;
12293;135689;2;0;;;
12294;135690;2;1;;;
12295;135690;2;1;;;
12296;135691;4;2;;;
12297;135692;2;2;;;
12298;135693;2;1;;;
12299;135694;4;2;;;
12300;135695;2;1;;;
12301;135695;2;1;;;
12304;135698;2;0;;;
12305;135699;1;0;;;
12306;135700;2;2;;;
12307;135701;1;0;;;
12308;135702;1;0;;;
12309;135703;1;0;LAX;105528.0;ROOMAA
12310;135704;2;1;;;
12311;135705;2;1;;;
12312;135706;2;0;;;
12313;135707;2;1;;;
12314;135708;2;0;;;
12315;135709;2;0;;;
12316;135710;2;0;;;
12329;135723;2;0;;;
12357;135751;2;1;;;
12364;135758;2;0;;;
12372;135766;2;1;;;
12414;135808;2;2;;;
12418;135812;2;1;;;
12628;136022;2;0;;;
12652;136046;2;0;;;
12653;136046;2;0;;;
12654;136046;2;0;;;
12655;136047;2;0;;;
12656;136048;2;0;;;
12657;136049;2;0;;;
12658;136050;2;1;;;
12659;136050;3;0;;;
12660;136050;2;0;;;
12661;136050;2;0;;;
12662;136051;2;1;;;
12663;136051;3;0;;;
12664;136051;4;0;;;
12665;136052;2;1;;;
12666;136052;3;0;;;
12667;136052;2;0;;;
12668;136052;2;0;;;
12669;136053;2;0;;;
12670;136054;2;1;;;
12671;136055;2;0;;;
12672;136056;2;0;;;
12673;136056;1;0;;;
12674;136057;2;2;;;
12675;136058;2;0;;;
12676;136059;2;4;;;
12677;136060;2;4;;;
12678;136061;2;1;;;
12679;136062;2;0;;;
12680;136063;2;1;;;
12681;136064;2;0;;;
12682;136065;2;0;;;
12683;136066;2;0;;;
12684;136067;2;2;;;
12685;136068;2;2;;;
12686;136069;2;2;;;
12687;136070;2;2;;;
12688;136071;2;2;;;
12689;136072;2;2;;;
12690;136073;1;0;;;
12691;136074;2;0;;;
12692;136075;2;0;;;
12693;136076;2;0;;;
12694;136077;2;0;;;
12695;136078;2;1;;;
12696;136079;2;0;;;
12697;136080;2;0;;;
12698;136081;2;0;;;
12699;136082;2;0;;;
12700;136083;2;0;;;
12701;136084;2;0;;;
12702;136085;2;0;;;
12703;136086;2;0;;;
12704;136087;2;0;;;
12705;136088;2;0;;;
12706;136089;2;0;;;
12707;136090;2;0;;;
12708;136091;2;0;;;
12709;136092;2;0;;;
12710;136093;2;0;;;
12711;136094;2;2;;;
12712;136095;2;0;;;
12713;136096;2;3;;;
12714;136097;2;0;;;
12715;136098;2;0;;;
12716;136099;2;0;;;
12717;136100;2;0;;;
12718;136101;2;0;;;
12719;136102;2;0;;;
12720;136103;1;0;;;
12721;136104;1;0;;;
12722;136105;2;0;;;
12723;136106;2;3;;;
12724;136107;2;3;;;
12725;136108;2;3;;;
12726;136108;2;3;;;
12727;136109;2;0;;;
12728;136110;2;0;;;
12729;136111;2;3;;;
12730;136112;2;3;;;
12731;136113;2;0;;;
12732;136114;2;0;;;
12733;136115;2;1;;;
12734;136116;2;1;;;
12735;136117;1;0;;;
12736;136118;1;0;;;
12737;136119;2;0;;;
12738;136120;2;0;;;
12739;136121;1;0;;;
12740;136122;1;0;;;
12741;136123;2;1;;;
12742;136124;1;0;;;
12743;136125;1;0;;;
12744;136126;1;0;;;
12745;136127;1;0;;;
12746;136128;1;0;;;
12747;136129;1;0;;;
12748;136130;1;0;;;
12749;136131;2;1;;;
12750;136132;1;0;;;
12751;136133;1;0;;;
12752;136134;1;0;;;
12753;136135;1;0;;;
12754;136136;2;0;;;
12755;136137;1;0;;;
12756;136138;2;0;;;
12757;136139;1;0;;;
12758;136140;2;0;;;
12759;136141;2;0;;;
12760;136142;2;0;;;
12761;136143;2;0;;;
12762;136144;2;0;;;
12765;136147;2;0;;;
12766;136148;2;2;;;
12767;136149;2;2;CR;155701.0;ROOMGG
12768;136150;2;0;;;
12769;136151;2;2;;;
12770;136152;2;0;;;
12771;136153;2;3;;;
12772;136154;2;0;;;
12773;136155;2;0;;;
12774;136156;2;0;;;
12775;136157;2;0;;;
12776;136158;2;0;;;
12777;136159;2;0;;;
12778;136160;2;0;;;
12780;136162;2;0;;;
12781;136163;4;2;;;
12782;136164;2;1;;;
12783;136164;2;1;;;
12784;136165;2;1;;;
12785;136166;2;1;;;
12786;136167;1;1;;;
12787;136168;3;1;;;
12788;136169;2;0;;;
12790;136171;2;0;;;
12791;136172;2;1;;;
12792;136173;2;3;;;
12793;136174;2;0;;;
12794;136175;2;1;;;
12795;136176;2;0;;;
12796;136177;2;1;;;
12797;136178;2;0;;;
12798;136179;2;0;;;
12799;136180;2;0;;;
12800;136181;2;0;;;
12801;136182;2;0;;;
12802;136183;2;0;;;
12803;136184;2;0;;;
12804;136185;2;0;;;
12805;136186;2;1;;;
12806;136187;2;2;;;
12807;136188;2;0;;;
12808;136189;2;3;;;
12809;136190;2;0;;;
12810;136191;2;0;;;
12812;136193;2;0;;;
12813;136194;2;0;;;
12814;136194;2;1;;;
12815;136194;2;1;;;
12816;136195;2;0;;;
12817;136196;4;1;;;
12818;136196;2;1;;;
12819;136197;4;0;;;
12820;136197;2;1;;;
12821;136198;4;0;;;
12822;136199;3;0;;;
12823;136200;2;0;;;
12824;136201;3;0;;;
12825;136202;2;0;;;
12826;136203;2;0;;;
12827;136204;2;0;;;
12828;136205;2;0;;;
12829;136206;2;0;;;
12830;136207;2;0;;;
12831;136208;2;0;;;
12832;136209;2;2;;;
12833;136210;2;0;;;
12834;136211;2;1;;;
12835;136212;2;1;;;
12836;136213;2;1;;;
12837;136214;2;0;;;
12838;136215;2;0;;;
12839;136216;2;0;;;
12840;136217;2;0;;;
12841;136218;2;0;;;
12842;136219;2;2;;;
12843;136220;2;1;;;
12844;136221;2;0;;;
12845;136222;2;0;;;
12846;136223;2;0;;;
12847;136224;2;1;;;
12848;136225;2;1;;;
12849;136226;2;1;;;
12850;136227;1;1;;;
12851;136227;1;0;;;
12852;136228;2;0;;;
12853;136229;2;1;;;
12854;136230;2;0;;;
12855;136231;2;1;;;
12856;136232;2;2;;;
12857;136233;2;0;;;
12858;136234;2;1;;;
12859;136235;2;0;;;
12860;136236;2;1;;;
12861;136237;2;2;;;
12862;136238;2;0;;;
12863;136239;2;0;;;
12864;136240;1;1;;;
12865;136240;1;1;;;
12866;136241;2;0;;;
12867;136241;2;1;;;
12868;136241;2;1;;;
12869;136242;2;0;;;
12870;136243;2;0;;;
12871;136243;2;1;;;
12872;136243;2;1;;;
12873;136244;2;1;;;
12874;136245;2;1;;;
12875;136246;2;0;;;
12876;136247;2;1;;;
12877;136248;2;1;;;
12878;136249;2;0;;;
12879;136249;2;1;;;
12880;136249;2;1;;;
12881;136250;2;0;;;
12882;136251;2;1;;;
12883;136252;2;2;;;
12884;136253;2;0;;;
12885;136254;2;0;;;
12886;136255;2;1;;;
12887;136256;2;0;;;
12888;136257;2;0;;;
12889;136258;2;0;;;
12890;136259;2;1;;;
12891;136260;2;3;;;
12892;136261;2;0;;;
12893;136262;2;0;;;
12894;136263;2;3;;;
12895;136264;2;0;;;
12896;136265;2;3;;;
12897;136266;2;0;;;
12898;136267;2;0;;;
12899;136268;2;2;;;
12900;136269;2;3;;;
12901;136270;2;3;CR;322493.0;ROOMGG
12902;136271;2;0;;;
12903;136272;2;1;;;
12904;136273;2;2;;;
12905;136274;2;0;;;
12906;136275;2;0;;;
12907;136276;2;2;;;
12908;136277;2;0;;;
12909;136278;2;2;;;
12910;136279;2;0;;;
12911;136280;1;0;;;
12912;136281;2;0;;;
12913;136282;2;0;;;
12914;136283;2;0;;;
12915;136284;2;0;;;
12916;136285;2;0;;;
12917;136286;3;1;;;
12918;136287;2;0;;;
12919;136288;2;0;;;
12920;136289;2;0;;;
12921;136290;2;0;;;
12922;136291;2;0;;;
12923;136292;2;1;;;
12924;136293;2;0;;;
12925;136294;2;0;;;
12926;136295;2;0;;;
12929;136297;1;1;;;
12932;136300;2;0;;;
12933;136301;2;1;;;
12934;136302;2;1;;;
12935;136303;2;0;;;
12936;136304;2;0;;;
12937;136305;2;0;;;
12938;136306;2;0;;;
12939;136307;2;0;;;
12940;136307;0;1;;;
12941;136308;2;0;;;
12942;136308;0;1;;;
12943;136309;2;0;;;
12944;136309;0;1;;;
12945;136310;2;0;;;
12946;136311;2;1;;;
12947;136312;1;0;;;
12948;136312;1;1;;;
12949;136313;2;0;;;
12950;136314;2;0;;;
12951;136315;2;0;;;
12952;136316;2;0;;;
12953;136317;2;0;;;
12954;136318;2;0;LAX;125582.0;ROOMAA
12955;136319;2;1;;;
12956;136320;2;0;;;
12957;136321;1;0;;;
12958;136321;1;1;;;
12959;136322;2;2;;;
12960;136323;2;0;;;
12961;136324;2;0;;;
12963;136326;2;2;;;
12964;136327;2;0;;;
12965;136328;1;0;;;
12966;136328;1;1;;;
12967;136329;2;0;;;
12968;136330;2;0;;;
12969;136331;2;0;;;
12970;136332;2;0;;;
12971;136333;2;0;;;
12972;136334;2;0;;;
12973;136335;2;0;;;
12974;136336;2;2;;;
12975;136337;2;0;;;
12976;136338;2;0;;;
12977;136339;2;0;;;
12979;136341;2;0;;;
12980;136342;2;2;CRX;259097.0;ROOMFF
12981;136343;2;0;;;
12982;136344;2;2;;;
12983;136345;2;2;;;
12984;136346;2;2;;;
12985;136347;2;0;;;
12986;136348;2;0;;;
12987;136349;2;0;;;
12988;136350;2;0;;;
12989;136351;2;0;;;
12990;136352;2;0;;;
12991;136353;2;0;;;
12992;136354;2;0;;;
12993;136355;2;2;;;
12994;136356;2;1;;;
12995;136357;2;0;;;
12997;136359;2;0;;;
12998;136360;2;0;;;
12999;136361;2;0;;;
13000;136362;2;0;;;
13001;136363;2;0;;;
13002;136364;2;0;;;
13003;136365;2;0;;;
13004;136366;2;0;;;
13005;136367;2;0;;;
13006;136368;2;0;;;
13007;136369;2;2;;;
13008;136370;2;0;;;
13009;136371;2;0;;;
13010;136372;2;0;;;
13011;136373;2;0;;;
13012;136374;2;0;;;
13013;136375;2;0;;;
13014;136376;2;1;;;
13015;136377;2;0;;;
13016;136378;2;0;;;
13017;136379;2;0;;;
13018;136380;2;0;;;
13024;136386;2;0;;;
13027;136389;2;0;;;
13028;136390;2;0;;;
13029;136391;2;0;;;
13030;136392;2;2;;;
13031;136393;2;1;;;
13032;136394;2;0;;;
13033;136395;2;0;;;
13034;136396;2;0;;;
13035;136397;2;0;;;
13036;136397;2;0;;;
13037;136398;2;0;;;
13038;136399;2;0;;;
13039;136400;2;0;;;
13040;136401;2;0;;;
13041;136402;2;1;;;
13042;136403;2;0;;;
13043;136404;2;0;;;
13044;136405;2;0;;;
13045;136406;2;0;;;
13046;136407;2;1;;;
13047;136408;2;0;;;
13048;136409;2;0;;;
13051;136412;1;1;;;
13052;136413;2;0;;;
13053;136414;2;0;;;
13054;136415;2;0;;;
13055;136416;2;0;;;
13056;136417;2;0;;;
13057;136418;2;2;;;
13058;136419;3;0;;;
13059;136420;2;0;;;
13060;136421;2;0;;;
13061;136422;2;2;;;
13062;136423;2;0;;;
13063;136424;1;0;;;
13064;136425;2;2;;;
13065;136426;2;0;;;
13066;136427;1;0;;;
13067;136428;2;0;;;
13068;136429;2;2;;;
13069;136430;2;0;;;
13070;136431;1;0;;;
13071;136432;2;0;;;
13072;136433;2;0;;;
13073;136434;1;0;;;
13075;136436;2;0;;;
13076;136437;2;0;;;
13077;136438;1;0;;;
13078;136439;2;0;;;
13079;136440;2;0;;;
13080;136441;2;0;;;
13081;136442;2;0;;;
13082;136443;2;0;;;
13083;136444;2;0;;;
13084;136445;2;0;;;
13085;136446;2;0;;;
13086;136447;2;0;;;
13087;136448;2;0;;;
13088;136449;2;0;;;
13089;136450;2;3;;;
13090;136451;2;0;;;
13091;136452;2;0;;;
13092;136453;2;0;;;
13093;136454;2;0;;;
13094;136455;2;0;;;
13095;136456;2;0;;;
13096;136457;2;0;LAR;56897.0;ROOMCC
13097;136458;2;0;;;
13098;136459;2;0;;;
13099;136460;2;0;;;
13100;136461;2;0;;;
13101;136462;2;0;;;
13102;136463;2;1;;;
13103;136464;2;0;;;
13104;136465;2;2;;;
13105;136466;2;0;STN;279.99;ROOMBB
13106;136467;2;0;;;
13107;136468;2;0;;;
13108;136469;2;0;;;
13109;136470;2;0;;;
13110;136471;3;0;;;
13111;136472;2;0;;;
13112;136473;2;0;;;
13113;136474;2;1;;;
13114;136475;2;0;LAX;1343.66;ROOMAA
13115;136476;2;0;;;
13116;136477;2;0;STN;280800.0;ROOMBB
13117;136478;2;2;;;
13118;136479;2;1;;;
13119;136480;2;1;;;
13120;136481;1;0;;;
13121;136482;2;0;;;
13122;136483;2;0;;;
13123;136484;2;1;;;
13124;136485;2;2;;;
13125;136486;2;2;;;
13126;136486;0;1;;;
13127;136487;1;1;;;
13128;136487;1;1;;;
13129;136488;2;2;;;
13130;136489;2;2;;;
13131;136490;3;0;;;
13132;136491;2;1;;;
13133;136491;1;1;;;
13134;136492;2;0;;;
13135;136493;2;3;;;
13136;136494;2;0;;;
13137;136495;2;0;;;
13138;136496;1;1;;;
13139;136497;2;0;;;
13140;136498;1;0;;;
13141;136499;2;2;;;
13142;136500;2;0;;;
13143;136501;2;0;;;
13144;136502;2;0;;;
13145;136503;2;0;;;
13146;136504;2;0;;;
13147;136505;2;0;;;
13148;136506;2;0;;;
13149;136507;2;0;;;
13150;136508;2;0;;;
13151;136509;2;0;LAR;197640.0;ROOMCC
13152;136510;2;0;;;
13153;136511;2;0;;;
13154;136512;1;0;;;
13155;136513;2;1;;;
13156;136514;2;1;;;
13157;136515;2;0;;;
13158;136516;2;0;;;
13159;136517;2;1;;;
13160;136518;2;0;;;
13161;136519;2;0;;;
13162;136520;2;0;;;
13163;136521;2;0;;;
13164;136522;2;1;;;
13165;136523;2;1;;;
13166;136523;2;1;;;
13167;136524;2;0;;;
13168;136525;2;0;;;
13169;136526;2;0;;;
13170;136526;2;0;;;
13171;136526;1;0;;;
13172;136527;2;2;;;
13173;136528;2;0;;;
13174;136529;2;0;;;
13175;136530;2;0;;;
13176;136531;2;1;;;
13177;136532;2;0;;;
13178;136533;2;2;;;
13179;136534;2;0;STN;329269.0;ROOMBB
13180;136535;2;0;;;
13181;136536;2;3;;;
13182;136537;2;0;;;
13183;136538;2;0;;;
13184;136539;2;0;;;
13185;136540;1;1;;;
13186;136541;2;0;;;
13187;136542;2;0;;;
13188;136543;2;0;;;
13189;136544;2;1;;;
13190;136545;2;0;;;
13191;136546;2;0;;;
13192;136547;2;0;;;
13193;136548;2;0;;;
13194;136549;2;1;;;
13195;136550;2;0;;;
13196;136551;3;0;;;
13197;136552;2;1;;;
13198;136553;2;1;;;
13199;136554;2;0;;;
13200;136555;3;0;LAX;188098.0;ROOMAA
13201;136555;2;0;STN;121176.0;ROOMBB
13202;136556;2;0;;;
13203;136557;2;1;;;
13204;136558;2;0;;;
13205;136559;2;1;;;
13206;136560;2;0;;;
13207;136561;2;0;;;
13208;136562;2;1;;;
13209;136563;2;1;;;
13210;136564;2;0;;;
13211;136565;2;0;;;
13212;136566;2;0;;;
13213;136566;2;0;;;
13214;136567;2;0;;;
13215;136568;2;0;;;
13216;136569;2;0;;;
13217;136570;2;0;;;
13218;136571;1;0;;;
13219;136572;2;2;;;
13220;136573;2;0;;;
13221;136574;2;0;;;
13222;136575;2;0;;;
13223;136576;4;0;;;
13224;136577;2;2;;;
13225;136578;2;0;;;
13226;136579;2;0;;;
13227;136580;2;0;;;
13228;136581;2;2;;;
13229;136582;2;1;;;
13230;136583;2;0;;;
13231;136584;2;0;;;
13232;136585;2;0;;;
13233;136586;2;0;;;
13234;136587;2;1;;;
13235;136588;2;0;;;
13236;136588;2;2;;;
13237;136589;2;0;;;
13238;136590;4;0;;;
13239;136591;2;0;;;
13240;136592;2;0;;;
13241;136593;2;2;;;
13242;136594;2;0;;;
13243;136595;2;0;;;
13244;136596;2;0;STN;126943.0;ROOMBB
13245;136597;2;1;;;
13246;136598;2;0;;;
13247;136599;2;0;;;
13248;136600;2;0;LAR;148991.0;ROOMCC
13249;136601;2;1;;;
13250;136602;2;1;;;
13251;136603;2;0;;;
13252;136604;2;0;;;
13253;136605;2;0;;;
13254;136606;2;1;;;
13255;136607;2;0;;;
13256;136608;2;0;;;
13257;136609;2;0;;;
13258;136610;2;0;;;
13260;136612;2;0;;;
13261;136613;2;0;;;
13262;136614;2;0;;;
13263;136615;2;2;;;
13264;136616;2;0;;;
13265;136617;2;0;STN;126943.0;ROOMBB
13266;136618;2;0;;;
13267;136619;2;0;;;
13268;136620;2;0;;;
13269;136620;1;0;;;
13270;136621;2;0;;;
13271;136622;2;0;;;
13272;136623;2;0;;;
13273;136624;2;0;;;
13274;136625;2;0;;;
13275;136625;1;0;;;
13276;136626;2;0;;;
13277;136626;1;0;;;
13278;136627;2;1;;;
13279;136628;2;0;;;
13280;136629;2;0;;;
13281;136630;2;0;;;
13282;136631;2;0;;;
13283;136632;2;1;;;
13284;136633;2;2;;;
13285;136634;2;0;;;
13286;136635;2;1;;;
13287;136636;2;1;;;
13288;136637;2;0;;;
13289;136638;4;0;;;
13290;136639;4;0;;;
13291;136640;3;0;;;
13292;136641;2;0;;;
13293;136641;2;0;;;
13294;136642;2;2;;;
13295;136643;2;1;;;
13296;136644;2;2;;;
13297;136645;2;1;;;
13298;136646;2;0;;;
13299;136646;2;0;;;
13300;136647;2;0;;;
13301;136648;2;0;;;
13302;136648;2;0;;;
13303;136649;2;2;;;
13304;136650;2;1;;;
13305;136651;2;2;;;
13306;136652;1;1;;;
13307;136652;1;1;;;
13308;136653;2;0;;;
13309;136654;2;0;;;
13310;136655;2;0;;;
13311;136656;2;0;;;
13312;136657;2;0;;;
13313;136658;2;1;;;
13314;136659;1;1;;;
13315;136659;1;1;;;
13316;136660;2;0;;;
13317;136661;2;0;;;
13318;136662;2;0;;;
13319;136663;2;0;;;
13320;136664;1;1;;;
13321;136664;1;1;;;
13322;136665;2;0;;;
13323;136666;2;1;;;
13324;136667;2;0;;;
13326;136669;2;0;;;
13327;136670;2;0;;;
13328;136671;2;2;;;
13330;136673;2;2;;;
13331;136674;2;0;;;
13332;136675;2;0;;;
13334;136677;2;1;;;
13335;136678;2;0;;;
13336;136679;2;0;;;
13337;136680;2;0;;;
13338;136681;2;0;;;
13339;136682;2;0;;;
13340;136683;2;2;;;
13341;136684;2;2;;;
13342;136685;2;0;;;
13343;136686;2;1;;;
13344;136687;2;0;;;
13345;136688;2;0;;;
13346;136689;2;0;;;
13354;136697;2;0;LAX;100711.0;ROOMAA
13359;136702;2;0;;;
13362;136705;2;0;;;
13364;136707;1;1;;;
13365;136708;2;0;;;
13366;136709;2;2;;;
13367;136710;4;0;;;
13368;136710;4;0;;;
13369;136711;4;0;;;
13370;136712;2;0;;;
13371;136713;4;0;;;
13372;136714;2;0;;;
13373;136715;2;2;;;
13374;136716;2;2;;;
13375;136717;2;2;;;
13376;136717;2;0;;;
13377;136717;1;0;;;
13378;136718;2;0;;;
13379;136719;2;1;;;
13380;136720;2;0;;;
13381;136721;2;0;;;
13382;136722;2;2;CR;306301.0;ROOMGG
13383;136723;2;0;;;
13384;136724;2;0;;;
13385;136725;2;0;;;
13386;136726;2;0;;;
13387;136727;2;2;;;
13416;136756;2;0;;;
13464;136804;2;0;;;
13674;137014;2;0;;;
13690;137030;2;2;;;
13705;137045;2;1;;;
13706;137046;2;1;;;
13707;137047;2;0;;;
13708;137048;2;0;;;
13709;137049;2;0;;;
13710;137050;2;2;;;
13711;137051;2;3;;;
13713;137053;2;0;;;
13714;137053;2;0;;;
13715;137054;2;0;;;
13716;137055;2;0;;;
13717;137056;2;1;;;
13718;137057;2;1;;;
13719;137058;2;0;;;
13720;137059;2;1;;;
13721;137060;2;0;;;
13722;137061;2;0;;;
13723;137062;2;0;;;
13724;137063;2;3;;;
13725;137064;2;0;;;
13726;137065;2;0;;;
13727;137066;2;2;;;
13728;137067;2;2;;;
13729;137068;2;2;;;
13730;137069;2;2;;;
13731;137070;2;1;;;
13732;137071;2;0;;;
13733;137072;2;0;;;
13734;137073;2;0;;;
13735;137074;2;0;;;
13736;137075;2;1;;;
13737;137076;1;0;;;
13738;137077;2;0;;;
13739;137078;1;1;;;
13740;137079;2;1;;;
13741;137080;2;0;;;
13742;137081;2;0;;;
13743;137082;2;1;;;
13744;137083;2;0;;;
13745;137084;2;0;;;
13746;137085;2;0;;;
13747;137086;2;1;;;
13748;137087;2;1;;;
13749;137088;2;0;;;
13750;137089;2;0;;;
13751;137090;2;1;;;
13752;137091;2;0;;;
13753;137092;2;0;;;
13754;137093;2;0;;;
13755;137094;2;0;;;
13756;137095;2;0;;;
13757;137096;2;0;LAX;100711.0;ROOMAA
13758;137097;2;0;;;
13759;137098;2;1;;;
13760;137098;2;1;;;
13761;137099;2;2;;;
13762;137100;2;2;;;
13763;137101;2;0;;;
13764;137102;2;2;;;
13765;137103;2;1;;;
13766;137104;2;0;;;
13767;137105;2;0;;;
13768;137106;2;0;;;
13769;137107;2;2;;;
13770;137108;2;0;;;
13771;137109;2;2;;;
13772;137110;2;2;;;
13773;137111;2;2;;;
13774;137112;2;0;;;
13775;137113;2;2;;;
13776;137114;2;2;;;
13777;137115;2;3;;;
13778;137116;2;0;;;
13779;137117;1;1;;;
13780;137117;1;2;;;
13781;137118;8;0;;;
13782;137119;8;0;;;
13783;137120;8;0;;;
13784;137121;2;0;;;
13785;137121;2;0;;;
13786;137121;2;0;;;
13787;137121;2;0;;;
13788;137122;2;0;;;
13789;137123;3;0;;;
13790;137124;2;0;;;
13791;137125;2;0;;;
13792;137126;3;0;;;
13793;137127;3;0;;;
13794;137128;3;0;;;
13795;137129;2;1;;;
13796;137130;3;0;;;
